Final Volume,Adiabatic Work,Isothermal Work
0.1,0.0,0.0
0.10202020202020202,49.68664525083576,49.88566323915528
0.10404040404040404,98.01461150508577,98.79311487339612
0.10606060606060606,145.04637378299518,146.75998380517777
0.10808080808080808,190.84041384061993,193.82176864247464
0.11010101010101012,235.451544396197,240.01199553106807
0.11212121212121212,278.9312016329635,285.36236163493066
0.11414141414141415,321.32770959182653,329.902865802849
0.11616161616161617,362.6865195996901,373.66192777045165
0.1181818181818182,403.0504274791998,416.66649708396164
0.12020202020202021,442.4597709423482,458.94215279116963
0.12222222222222223,480.95260927501965,500.5131948231357
0.12424242424242425,518.5648871647234,541.4027278841162
0.12626262626262627,555.3305843033502,581.632738574888
0.1282828282828283,591.2818522056914,621.2241663940507
0.1303030303030303,626.4491395183577,660.1969691913658
0.13232323232323234,660.861306949046,698.5701835853624
0.13434343434343435,694.5457328197631,736.3619808030833
0.13636363636363638,727.5284101371013,773.5897183520228
0.1383838383838384,759.8340359757136,810.2699878920552
0.14040404040404042,791.4860938860121,846.4186596378668
0.14242424242424245,822.5069299621282,882.0509235893113
0.14444444444444446,852.9178231400791,917.1813278578123
0.14646464646464646,882.7390502376466,951.8238143308381
0.1484848484848485,911.9899461957613,985.9917518932783
0.15050505050505053,940.688959935328,1019.6979674038367
0.15252525252525254,968.8537062026887,1052.9547746060728
0.15454545454545457,996.501013740669,1085.7740011371675
0.15656565656565657,1023.6469700898496,1118.1670137826572
0.1585858585858586,1050.3069632958923,1150.1447421120922
0.16060606060606064,1076.4957207729415,1181.7177006185918
0.16262626262626265,1102.2273455500872,1212.8960094745285
0.16464646464646465,1127.5153501071563,1243.6894140058587
0.16666666666666669,1152.3726879875514,1274.1073029788677
0.16868686868686872,1176.8117833591402,1304.1587257851913
0.17070707070707072,1200.8445586791813,1333.85240860382
0.17272727272727273,1224.4824606057211,1363.1967696123018
0.17474747474747476,1247.7364842856532,1392.1999333134918
0.1767676767676768,1270.6171961386074,1420.869744038846
0.17878787878787883,1293.1347552458155,1449.2137786844166
0.18080808080808083,1315.2989334440497,1477.2393587312758
0.18282828282828284,1337.1191342165334,1504.9535615980856
0.18484848484848487,1358.6044104652342,1532.3632313698415
0.1868686868686869,1379.763481242209,1559.47498894349
0.1888888888888889,1400.6047475114776,1586.2952416280345
0.19090909090909092,1421.1363070073046,1612.8301922339622
0.19292929292929295,1441.3659682496275,1639.085847684239
0.19494949494949498,1461.301263772716,1665.0680271767847
0.196969696969697,1480.9494626188728,1690.782369926168
0.19898989898989902,1500.3175821450645,1716.2343425102936
0.20101010101010103,1519.4123991868294,1741.429245846013
0.20303030303030306,1538.2404606205034,1766.3722218159355
0.2050505050505051,1556.8080933618248,1791.0682595671544
0.2070707070707071,1575.12141383621,1815.5222015011925
0.2090909090909091,1593.1863369534726,1839.7387489731557
0.21111111111111114,1611.0085846174193,1863.7224677168715
0.21313131313131317,1628.5936937986203,1887.4777930116682
0.21515151515151518,1645.9470241966892,1911.0090346054299
0.21717171717171718,1663.0737655165676,1934.320381407583
0.21919191919191922,1679.9789443816542,1957.415905964804
0.22121212121212125,1696.6674309050657,1980.2995687314105
0.22323232323232328,1713.1439449388768,2002.9752221456242
0.2252525252525253,1729.413062019884,2025.4466145222218
0.2272727272727273,1745.4792190291926,2047.7173937713858
0.22929292929292933,1761.346719581819,2069.791110953001
0.23131313131313136,1777.0197391614295,2091.6712236750514
0.23333333333333336,1792.502330014385,2113.3610993442544
0.2353535353535354,1807.798425816338,2134.8640182765744
0.2373737373737374,1822.9118461238136,2156.1831766747982
0.23939393939393944,1837.8463006224079,2177.321689479944
0.24141414141414144,1852.6053931825313,2198.282593102847
0.24343434343434348,1867.1926257329405,2219.0688480419335
0.24545454545454548,1881.61140196168,2239.683341392814
0.24747474747474751,1895.865030853478,2260.128889255013
0.24949494949494952,1909.9567300720853,2280.4082390408735
0.2515151515151516,1923.8896291955577,2300.5240716913463
0.2535353535353536,1937.6667728119844,2320.479003803142
0.2555555555555556,1951.2911234827593,2340.275589671481
0.2575757575757576,1964.7655645800419,2359.9163232524056
0.2595959595959596,1978.0929030046984,2379.403640048437
0.26161616161616164,1991.2758717906431,2398.7399189211533
0.26363636363636367,2004.317132601162,2417.9274838340316
0.2656565656565657,2017.219278122487,2436.9686055287852
0.26767676767676774,2029.9848343595982,2455.8655031381886
0.26969696969696977,2042.6162628389536,2474.6203457382726
0.27171717171717175,2055.115962722576,2493.2352538426007
0.2737373737373738,2067.4862728377047,2511.7123008411954
0.2757575757575758,2079.7294736259737,2530.053514386566
0.2777777777777778,2091.8477890158656,2548.260877729143
0.2797979797979798,2103.8433882220143,2566.336331004339
0.28181818181818186,2115.718387474683,2584.2817724732913
0.2838383838383839,2127.4748516826508,2602.0990597193068
0.2858585858585859,2139.1147960324884,2619.7900108018734
0.28787878787878796,2150.640187527104,2637.356405370032
0.28989898989898993,2162.0529464662736,2654.7999857368245
0.29191919191919197,2173.354947871723,2672.1224579164304
0.29393939393939394,2184.5480228592114,2689.3254926255368
0.295959595959596,2195.633959959934,2706.4107262504194
0.297979797979798,2206.6145063934555,2723.3797617811206
0.30000000000000004,2217.491369294244,2740.2341697140773
